rental_id;rental_date;inventory_id;customer_id;staff_id;film_id;store_id;category_id;categoria;qtd; valor_aluguel ;rental_duration
137;2005-05-25 22:25:18.000;1393;7;1;305;1;13;New;1; 2,99 ;6
138;2005-05-25 22:48:22.000;3645;7;2;796;2;15;Sports;1; 0,99 ;3
139;2005-05-25 23:00:21.000;3104;7;1;682;1;8;Family;1; 4,99 ;4
140;2005-05-25 23:34:22.000;3480;7;1;763;1;15;Sports;1; 4,99 ;3
141;2005-05-25 23:34:53.000;1580;7;2;346;2;4;Classics;1; 4,99 ;4
142;2005-05-25 23:43:47.000;739;7;1;162;1;1;Action;1; 2,99 ;4
143;2005-05-25 23:45:52.000;1512;7;2;330;2;2;Animation;1; 4,99 ;7
144;2005-05-25 23:49:56.000;4374;7;1;953;1;2;Animation;1; 0,99 ;3
145;2005-05-25 23:59:03.000;2272;7;2;491;2;3;Children;1; 0,99 ;4
146;2005-05-26 00:07:11.000;2867;8;1;628;1;15;Sports;1; 2,99 ;5
147;2005-05-26 00:17:50.000;187;8;2;42;2;15;Sports;1; 2,99 ;5
148;2005-05-26 00:25:23.000;1907;8;2;415;2;11;Horror;1; 2,99 ;3
149;2005-05-26 00:28:05.000;2388;8;2;521;2;7;Drama;1; 4,99 ;7
150;2005-05-26 00:28:39.000;2189;8;2;473;2;7;Drama;1; 2,99 ;5
151;2005-05-26 00:37:28.000;4054;8;1;882;1;7;Drama;1; 0,99 ;4
152;2005-05-26 00:41:10.000;1979;8;2;432;2;4;Classics;1; 2,99 ;4
153;2005-05-26 00:47:47.000;3153;8;2;692;2;2;Animation;1; 2,99 ;3
154;2005-05-26 00:55:56.000;1503;8;1;329;1;1;Action;1; 2,99 ;4
155;2005-05-26 01:15:05.000;2520;8;1;554;1;4;Classics;1; 2,99 ;6
156;2005-05-26 01:19:05.000;2522;8;2;554;2;4;Classics;1; 2,99 ;6
157;2005-05-26 01:25:21.000;1936;8;2;421;2;9;Foreign;1; 4,99 ;7
158;2005-05-26 01:27:11.000;1841;8;1;401;1;7;Drama;1; 0,99 ;6
159;2005-05-26 01:34:28.000;3278;8;1;722;1;11;Horror;1; 0,99 ;5
160;2005-05-26 01:46:20.000;2773;8;1;609;1;16;Travel;1; 2,99 ;7
161;2005-05-26 01:51:48.000;8;8;1;1;1;6;Documentary;1; 0,99 ;6
162;2005-05-26 02:02:05.000;2195;8;2;474;2;15;Sports;1; 2,99 ;6
163;2005-05-26 02:26:23.000;2756;9;2;604;2;5;Comedy;1; 0,99 ;4
164;2005-05-26 02:26:49.000;886;9;1;196;1;4;Classics;1; 0,99 ;7
165;2005-05-26 02:28:36.000;2279;9;1;493;1;9;Foreign;1; 0,99 ;5
166;2005-05-26 02:49:11.000;3926;9;2;856;2;11;Horror;1; 4,99 ;5
167;2005-05-26 02:50:31.000;3773;9;1;826;1;16;Travel;1; 4,99 ;7
168;2005-05-26 03:07:43.000;1395;9;1;305;1;13;New;1; 2,99 ;6
169;2005-05-26 03:09:30.000;4279;9;1;931;1;16;Travel;1; 0,99 ;7
170;2005-05-26 03:11:12.000;2484;9;2;545;2;9;Foreign;1; 0,99 ;4
171;2005-05-26 03:14:15.000;4265;9;1;928;1;3;Children;1; 2,99 ;5
172;2005-05-26 03:17:42.000;3483;9;2;763;2;15;Sports;1; 4,99 ;3
173;2005-05-26 03:42:10.000;3540;9;1;774;1;5;Comedy;1; 2,99 ;3
174;2005-05-26 03:44:10.000;3790;9;1;830;1;11;Horror;1; 0,99 ;7
175;2005-05-26 03:46:26.000;2052;9;1;445;1;4;Classics;1; 2,99 ;5
176;2005-05-26 03:47:39.000;4127;9;1;897;1;7;Drama;1; 4,99 ;3
177;2005-05-26 04:14:29.000;2435;9;2;531;2;9;Foreign;1; 0,99 ;3
178;2005-05-26 04:21:46.000;397;9;2;88;2;16;Travel;1; 4,99 ;7
179;2005-05-26 04:26:06.000;3731;10;2;816;2;2;Animation;1; 0,99 ;3
180;2005-05-26 04:46:23.000;1015;10;1;227;1;10;Games;1; 4,99 ;4
181;2005-05-26 04:47:06.000;1866;10;1;407;1;6;Documentary;1; 0,99 ;5
182;2005-05-26 04:49:17.000;3834;10;2;840;2;10;Games;1; 0,99 ;5
183;2005-05-26 05:01:18.000;1783;10;2;387;2;10;Games;1; 0,99 ;7
184;2005-05-26 05:29:49.000;1569;10;1;344;1;3;Children;1; 0,99 ;3
185;2005-05-26 05:30:03.000;1711;10;1;373;1;3;Children;1; 2,99 ;7
186;2005-05-26 05:32:52.000;50;10;1;10;1;15;Sports;1; 4,99 ;6
187;2005-05-26 05:42:37.000;749;10;1;164;1;6;Documentary;1; 0,99 ;4
188;2005-05-26 05:47:12.000;3086;10;2;678;2;15;Sports;1; 2,99 ;3
189;2005-05-26 06:01:41.000;2937;10;1;645;1;16;Travel;1; 2,99 ;7
190;2005-05-26 06:11:28.000;2968;10;2;650;2;6;Documentary;1; 0,99 ;3
191;2005-05-26 06:14:06.000;3891;10;1;850;1;1;Action;1; 0,99 ;7
192;2005-05-26 06:20:37.000;80;10;2;16;2;9;Foreign;1; 2,99 ;6
193;2005-05-26 06:41:48.000;2570;10;1;563;1;10;Games;1; 4,99 ;6
194;2005-05-26 06:52:33.000;3826;10;2;838;2;1;Action;1; 4,99 ;5
195;2005-05-26 06:52:36.000;2247;10;1;486;1;9;Foreign;1; 4,99 ;7
196;2005-05-26 06:55:58.000;4430;10;1;969;1;7;Drama;1; 4,99 ;4
197;2005-05-26 06:59:21.000;390;11;1;86;1;12;Music;1; 4,99 ;6
198;2005-05-26 07:03:49.000;4044;11;1;880;1;2;Animation;1; 2,99 ;6
199;2005-05-26 07:11:58.000;605;11;2;131;2;4;Classics;1; 4,99 ;5
200;2005-05-26 07:12:21.000;3713;11;1;812;1;6;Documentary;1; 0,99 ;7
201;2005-05-26 07:13:45.000;758;11;1;166;1;4;Classics;1; 2,99 ;6
202;2005-05-26 07:27:36.000;2732;11;2;599;2;15;Sports;1; 0,99 ;3
203;2005-05-26 07:27:57.000;800;11;2;174;2;12;Music;1; 4,99 ;6
204;2005-05-26 07:30:37.000;3374;11;2;740;2;11;Horror;1; 2,99 ;5
205;2005-05-26 07:59:37.000;1376;11;2;302;2;10;Games;1; 2,99 ;5
206;2005-05-26 08:01:54.000;2339;11;1;508;1;10;Games;1; 4,99 ;6
207;2005-05-26 08:04:38.000;2859;11;2;626;2;3;Children;1; 2,99 ;5
208;2005-05-26 08:10:22.000;930;11;2;206;2;6;Documentary;1; 0,99 ;6
209;2005-05-26 08:14:01.000;860;11;1;189;1;10;Games;1; 0,99 ;3
210;2005-05-26 08:14:15.000;3015;11;1;662;1;7;Drama;1; 4,99 ;3
211;2005-05-26 08:33:10.000;1702;11;2;370;2;3;Children;1; 2,99 ;4
212;2005-05-26 08:34:41.000;3762;11;1;823;1;1;Action;1; 2,99 ;4
213;2005-05-26 08:44:08.000;1364;12;1;301;1;11;Horror;1; 0,99 ;4
214;2005-05-26 08:48:49.000;4577;12;1;1000;1;5;Comedy;1; 4,99 ;3
215;2005-05-26 09:02:47.000;3529;12;2;772;2;7;Drama;1; 2,99 ;4
216;2005-05-26 09:17:43.000;3739;12;2;818;2;7;Drama;1; 4,99 ;4
217;2005-05-26 09:24:26.000;4241;12;1;922;1;11;Horror;1; 4,99 ;7
218;2005-05-26 09:27:09.000;4477;12;2;978;2;5;Comedy;1; 0,99 ;3
219;2005-05-26 09:41:45.000;1122;12;1;249;1;4;Classics;1; 0,99 ;7
220;2005-05-26 10:06:49.000;4250;12;2;924;2;14;Sci-Fi;1; 0,99 ;7
221;2005-05-26 10:14:09.000;3357;12;1;737;1;11;Horror;1; 0,99 ;4
222;2005-05-26 10:14:38.000;4358;12;1;949;1;10;Games;1; 0,99 ;6
223;2005-05-26 10:15:23.000;1379;12;1;303;1;1;Action;1; 0,99 ;6
224;2005-05-26 10:18:27.000;2875;12;2;630;2;7;Drama;1; 0,99 ;7
225;2005-05-26 10:27:50.000;848;12;1;186;1;7;Drama;1; 0,99 ;6
226;2005-05-26 10:44:04.000;3346;12;2;735;2;3;Children;1; 2,99 ;7
227;2005-05-26 10:51:46.000;3659;12;2;799;2;11;Horror;1; 0,99 ;3
228;2005-05-26 10:54:28.000;1424;12;2;311;2;9;Foreign;1; 0,99 ;4
229;2005-05-26 11:19:20.000;3179;12;2;697;2;1;Action;1; 0,99 ;7
230;2005-05-26 11:31:50.000;308;12;1;69;1;14;Sci-Fi;1; 2,99 ;3
231;2005-05-26 11:31:59.000;3356;12;2;737;2;11;Horror;1; 0,99 ;4
232;2005-05-26 11:38:05.000;471;12;2;103;2;16;Travel;1; 4,99 ;7
233;2005-05-26 11:43:44.000;3264;12;1;719;1;15;Sports;1; 4,99 ;7
234;2005-05-26 11:47:20.000;3017;12;1;662;1;7;Drama;1; 4,99 ;3
235;2005-05-26 11:51:09.000;980;13;1;218;1;7;Drama;1; 0,99 ;7
236;2005-05-26 11:53:49.000;2441;13;2;532;2;15;Sports;1; 4,99 ;5
237;2005-05-26 12:15:13.000;3759;13;1;823;1;1;Action;1; 2,99 ;4
238;2005-05-26 12:30:22.000;624;13;2;135;2;15;Sports;1; 2,99 ;3
239;2005-05-26 12:30:26.000;294;13;1;67;1;1;Action;1; 2,99 ;5
240;2005-05-26 12:40:23.000;3013;13;1;661;1;9;Foreign;1; 4,99 ;5
241;2005-05-26 12:49:01.000;4203;13;2;914;2;16;Travel;1; 2,99 ;6
242;2005-05-26 13:05:08.000;3102;13;2;681;2;15;Sports;1; 0,99 ;4
243;2005-05-26 13:06:05.000;170;13;1;37;1;4;Classics;1; 2,99 ;3
244;2005-05-26 13:40:40.000;3877;13;1;847;1;13;New;1; 2,99 ;7
245;2005-05-26 13:46:59.000;1296;13;2;286;2;16;Travel;1; 2,99 ;7
246;2005-05-26 13:57:07.000;3520;13;1;771;1;7;Drama;1; 4,99 ;3
247;2005-05-26 14:01:05.000;3969;13;2;865;2;2;Animation;1; 4,99 ;3
248;2005-05-26 14:07:58.000;3792;13;2;830;2;11;Horror;1; 0,99 ;7
249;2005-05-26 14:19:09.000;360;13;2;79;2;7;Drama;1; 0,99 ;5
250;2005-05-26 14:30:24.000;2072;13;2;449;2;14;Sci-Fi;1; 2,99 ;4
251;2005-05-26 14:35:40.000;1603;13;1;350;1;14;Sci-Fi;1; 4,99 ;3
252;2005-05-26 14:39:53.000;2942;14;1;646;1;10;Games;1; 0,99 ;6
253;2005-05-26 14:43:14.000;4319;14;2;941;2;10;Games;1; 4,99 ;4
254;2005-05-26 14:43:48.000;1817;14;1;395;1;1;Action;1; 0,99 ;4
255;2005-05-26 14:52:15.000;1027;14;2;230;2;7;Drama;1; 2,99 ;7
256;2005-05-26 15:20:58.000;3757;14;1;822;1;8;Family;1; 0,99 ;6
257;2005-05-26 15:27:05.000;4107;14;2;893;2;14;Sci-Fi;1; 4,99 ;4
258;2005-05-26 15:28:14.000;1080;14;2;241;2;2;Animation;1; 0,99 ;4
259;2005-05-26 15:32:46.000;459;14;1;101;1;6;Documentary;1; 0,99 ;3
260;2005-05-26 15:42:20.000;2109;14;1;457;1;6;Documentary;1; 0,99 ;5
261;2005-05-26 15:44:23.000;2693;14;2;591;2;10;Games;1; 4,99 ;6
262;2005-05-26 15:46:56.000;573;14;1;124;1;3;Children;1; 4,99 ;3
263;2005-05-26 15:47:40.000;3368;14;1;739;1;7;Drama;1; 4,99 ;4
264;2005-05-26 16:00:49.000;1503;14;1;329;1;1;Action;1; 2,99 ;4
265;2005-05-26 16:07:38.000;4325;14;2;942;2;7;Drama;1; 0,99 ;7
266;2005-05-26 16:08:05.000;3366;14;2;738;2;9;Foreign;1; 0,99 ;3
267;2005-05-26 16:16:21.000;3265;14;2;719;2;15;Sports;1; 4,99 ;7
268;2005-05-26 16:19:08.000;121;14;2;24;2;11;Horror;1; 2,99 ;6
269;2005-05-26 16:19:46.000;1828;14;1;397;1;14;Sci-Fi;1; 2,99 ;5
270;2005-05-26 16:20:56.000;2076;14;2;450;2;3;Children;1; 2,99 ;5
271;2005-05-26 16:22:01.000;27;14;1;6;1;9;Foreign;1; 2,99 ;3
272;2005-05-26 16:27:11.000;268;15;1;59;1;3;Children;1; 2,99 ;4
273;2005-05-26 16:29:36.000;1998;15;1;435;1;9;Foreign;1; 4,99 ;6
274;2005-05-26 16:48:51.000;4017;15;2;875;2;15;Sports;1; 0,99 ;6
275;2005-05-26 17:09:53.000;2417;15;2;527;2;11;Horror;1; 4,99 ;4
276;2005-05-26 17:16:07.000;1774;15;2;385;2;5;Comedy;1; 4,99 ;6
277;2005-05-26 17:32:11.000;529;15;1;116;1;4;Classics;1; 2,99 ;4
278;2005-05-26 17:40:58.000;2997;15;1;657;1;5;Comedy;1; 2,99 ;5
279;2005-05-26 18:02:50.000;864;15;2;190;2;4;Classics;1; 4,99 ;5
280;2005-05-26 18:36:58.000;2402;15;2;525;2;4;Classics;1; 0,99 ;4
281;2005-05-26 18:49:35.000;4453;15;1;973;1;6;Documentary;1; 4,99 ;3
282;2005-05-26 18:56:26.000;272;15;1;61;1;7;Drama;1; 4,99 ;5
283;2005-05-26 19:05:05.000;1619;15;2;353;2;9;Foreign;1; 2,99 ;6
284;2005-05-26 19:21:44.000;1411;16;2;309;2;8;Family;1; 0,99 ;6
285;2005-05-26 19:41:40.000;1810;16;2;393;2;6;Documentary;1; 2,99 ;6
286;2005-05-26 19:44:51.000;2727;16;2;598;2;15;Sports;1; 0,99 ;6
287;2005-05-26 19:44:54.000;1242;16;1;274;1;6;Documentary;1; 2,99 ;4
288;2005-05-26 19:47:49.000;4000;16;2;871;2;5;Comedy;1; 4,99 ;6
289;2005-05-26 20:01:09.000;318;16;2;71;2;8;Family;1; 4,99 ;3
290;2005-05-26 20:08:33.000;3970;16;2;865;2;2;Animation;1; 4,99 ;3
291;2005-05-26 20:20:47.000;2945;16;2;646;2;10;Games;1; 0,99 ;6
292;2005-05-26 20:22:12.000;4498;16;2;982;2;1;Action;1; 0,99 ;4
293;2005-05-26 20:27:02.000;2800;16;1;615;1;2;Animation;1; 2,99 ;6
294;2005-05-26 20:29:57.000;2975;16;1;651;1;2;Animation;1; 0,99 ;3
295;2005-05-26 20:33:20.000;453;16;2;100;2;9;Foreign;1; 4,99 ;7
296;2005-05-26 20:35:19.000;3485;16;2;764;2;15;Sports;1; 4,99 ;3
297;2005-05-26 20:48:48.000;3732;16;2;816;2;2;Animation;1; 0,99 ;3
298;2005-05-26 20:52:26.000;2166;16;1;468;1;3;Children;1; 2,99 ;5
299;2005-05-26 20:55:36.000;4312;16;2;939;2;5;Comedy;1; 2,99 ;4
300;2005-05-26 20:57:00.000;4017;16;2;875;2;15;Sports;1; 0,99 ;6
301;2005-05-26 21:06:14.000;3110;16;1;683;1;7;Drama;1; 4,99 ;5
302;2005-05-26 21:13:46.000;3191;16;2;700;2;8;Family;1; 2,99 ;4
303;2005-05-26 21:16:52.000;2049;16;1;445;1;4;Classics;1; 2,99 ;5
304;2005-05-26 21:21:28.000;3631;17;1;792;1;9;Foreign;1; 2,99 ;7
305;2005-05-26 21:22:07.000;3515;17;2;770;2;9;Foreign;1; 2,99 ;5
306;2005-05-26 21:31:57.000;4079;17;1;889;1;3;Children;1; 4,99 ;3
307;2005-05-26 21:48:13.000;4038;17;2;879;2;12;Music;1; 4,99 ;3
308;2005-05-26 22:01:39.000;1225;17;2;271;2;1;Action;1; 4,99 ;5
309;2005-05-26 22:38:10.000;3828;17;2;838;2;1;Action;1; 4,99 ;5
310;2005-05-26 22:41:07.000;3706;17;1;810;1;8;Family;1; 0,99 ;5
311;2005-05-26 22:51:37.000;2820;17;2;619;2;15;Sports;1; 0,99 ;3
