rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,film_id,store_id,category_id,name,rental_duration,rental_rate,replacement_cost
2761,2005-06-19 17:22:17,2134,431,2005-06-20 20:20:17,2,462,1,12,Music,5,2.99,17.99
5675,2005-07-10 08:31:06,2134,376,2005-07-17 11:48:06,1,462,1,12,Music,5,2.99,17.99
8391,2005-07-29 05:52:50,2134,36,2005-08-03 04:45:50,2,462,1,12,Music,5,2.99,17.99
7919,2005-07-28 11:59:45,2138,36,2005-08-06 11:19:45,1,462,2,12,Music,5,2.99,17.99
242,2005-05-26 13:05:08,2095,214,2005-06-02 15:26:08,1,454,1,12,Music,6,0.99,20.99
1441,2005-06-15 18:54:21,2095,444,2005-06-22 22:48:21,2,454,1,12,Music,6,0.99,20.99
5631,2005-07-10 06:15:45,2095,595,2005-07-17 09:53:45,2,454,1,12,Music,6,0.99,20.99
8651,2005-07-29 15:02:18,2095,61,2005-08-07 09:34:18,2,454,1,12,Music,6,0.99,20.99
1548,2005-06-16 01:43:33,2094,374,2005-06-23 22:04:33,2,454,1,12,Music,6,0.99,20.99
4139,2005-07-07 08:17:35,2094,509,2005-07-14 14:01:35,2,454,1,12,Music,6,0.99,20.99
254,2005-05-26 14:43:48,1835,390,2005-05-31 09:19:48,2,398,2,12,Music,5,4.99,21.99
3194,2005-06-20 23:59:57,1835,432,2005-06-24 19:21:57,1,398,2,12,Music,5,4.99,21.99
3491,2005-07-05 23:41:08,1835,421,2005-07-13 21:53:08,1,398,2,12,Music,5,4.99,21.99
8865,2005-07-29 23:54:54,1835,305,2005-07-31 05:10:54,2,398,2,12,Music,5,4.99,21.99
584,2005-05-28 11:49:00,1833,69,2005-06-01 11:54:00,1,398,2,12,Music,5,4.99,21.99
2468,2005-06-18 20:23:52,1833,382,2005-06-23 14:34:52,1,398,2,12,Music,5,4.99,21.99
6616,2005-07-12 08:37:30,1833,179,2005-07-20 10:33:30,1,398,2,12,Music,5,4.99,21.99
7621,2005-07-28 00:34:06,1833,88,2005-08-06 00:13:06,1,398,2,12,Music,5,4.99,21.99
1475,2005-06-15 21:08:01,1834,344,2005-06-18 22:33:01,2,398,2,12,Music,5,4.99,21.99
6376,2005-07-11 21:40:23,1834,263,2005-07-13 23:16:23,1,398,2,12,Music,5,4.99,21.99
6985,2005-07-27 00:57:42,1834,448,2005-07-31 00:53:42,1,398,2,12,Music,5,4.99,21.99
2528,2005-06-19 01:14:12,1836,331,2005-06-26 05:08:12,2,398,2,12,Music,5,4.99,21.99
4872,2005-07-08 19:23:16,1836,103,2005-07-10 14:17:16,2,398,2,12,Music,5,4.99,21.99
7983,2005-07-28 14:23:01,1836,115,2005-07-29 11:51:01,1,398,2,12,Music,5,4.99,21.99
269,2005-05-26 16:19:46,3501,322,2005-05-27 15:59:46,2,767,1,12,Music,6,4.99,13.99
1709,2005-06-16 14:10:15,3501,426,2005-06-24 16:38:15,2,767,1,12,Music,6,4.99,13.99
6105,2005-07-11 07:03:19,3501,595,2005-07-19 06:46:19,1,767,1,12,Music,6,4.99,13.99
8929,2005-07-30 02:28:22,3501,472,2005-08-06 06:13:22,1,767,1,12,Music,6,4.99,13.99
454,2005-05-27 19:31:36,3499,575,2005-05-30 15:46:36,1,767,1,12,Music,6,4.99,13.99
2537,2005-06-19 01:52:21,3499,388,2005-06-26 02:09:21,1,767,1,12,Music,6,4.99,13.99
4264,2005-07-07 14:25:28,3499,406,2005-07-08 08:49:28,2,767,1,12,Music,6,4.99,13.99
8560,2005-07-29 11:27:27,3499,430,2005-08-01 12:05:27,2,767,1,12,Music,6,4.99,13.99
1720,2005-06-16 15:00:14,3500,543,2005-06-21 13:57:14,2,767,1,12,Music,6,4.99,13.99
4482,2005-07-08 01:01:18,3500,511,2005-07-11 01:18:18,1,767,1,12,Music,6,4.99,13.99
8378,2005-07-29 05:28:35,3500,347,2005-08-02 05:55:35,1,767,1,12,Music,6,4.99,13.99
1883,2005-06-17 03:18:51,3504,550,2005-06-18 05:46:51,1,767,2,12,Music,6,4.99,13.99
6111,2005-07-11 07:26:57,3504,300,2005-07-13 10:43:57,2,767,2,12,Music,6,4.99,13.99
8639,2005-07-29 14:30:31,3504,290,2005-08-02 16:04:31,1,767,2,12,Music,6,4.99,13.99
2518,2005-06-19 00:16:23,3503,86,2005-06-25 19:28:23,2,767,2,12,Music,6,4.99,13.99
5680,2005-07-10 08:47:36,3503,199,2005-07-17 06:10:36,1,767,2,12,Music,6,4.99,13.99
7499,2005-07-27 20:10:28,3503,157,2005-07-30 16:24:28,1,767,2,12,Music,6,4.99,13.99
3329,2005-06-21 09:20:31,3506,335,2005-06-22 10:00:31,2,767,2,12,Music,6,4.99,13.99
6388,2005-07-11 22:17:16,3506,525,2005-07-19 23:50:16,2,767,2,12,Music,6,4.99,13.99
8824,2005-07-29 22:22:58,3506,164,2005-07-31 21:02:58,2,767,2,12,Music,6,4.99,13.99
4520,2005-07-08 02:53:46,3505,104,2005-07-08 22:27:46,2,767,2,12,Music,6,4.99,13.99
7420,2005-07-27 17:09:39,3505,547,2005-07-30 12:30:39,2,767,2,12,Music,6,4.99,13.99
4587,2005-07-08 06:16:26,3502,63,2005-07-13 00:59:26,1,767,1,12,Music,6,4.99,13.99
9297,2005-07-30 16:26:29,3502,191,2005-08-03 13:51:29,1,767,1,12,Music,6,4.99,13.99
282,2005-05-26 18:56:26,4486,282,2005-06-01 16:32:26,2,980,1,12,Music,4,4.99,12.99
2707,2005-06-19 13:57:08,4486,589,2005-06-27 11:09:08,2,980,1,12,Music,4,4.99,12.99
6790,2005-07-12 16:34:59,4486,400,2005-07-17 21:43:59,2,980,1,12,Music,4,4.99,12.99
10725,2005-08-01 19:11:04,4486,534,2005-08-07 18:16:04,2,980,1,12,Music,4,4.99,12.99
1623,2005-06-16 07:48:50,4485,378,2005-06-17 03:53:50,2,980,1,12,Music,4,4.99,12.99
5587,2005-07-10 04:17:25,4485,531,2005-07-15 01:41:25,1,980,1,12,Music,4,4.99,12.99
9956,2005-07-31 16:03:47,4485,342,2005-08-01 16:40:47,2,980,1,12,Music,4,4.99,12.99
6887,2005-07-12 21:00:23,4487,542,2005-07-21 17:46:23,1,980,1,12,Music,4,4.99,12.99
7634,2005-07-28 01:07:01,4487,365,2005-07-31 05:00:01,1,980,1,12,Music,4,4.99,12.99
7550,2005-07-27 21:55:07,4488,71,2005-07-28 23:34:07,2,980,2,12,Music,4,4.99,12.99
8535,2005-07-29 10:32:33,4489,536,2005-07-31 05:46:33,1,980,2,12,Music,4,4.99,12.99
307,2005-05-26 21:48:13,1097,375,2005-06-04 22:24:13,1,244,1,12,Music,5,4.99,26.99
1206,2005-06-15 02:27:07,1097,264,2005-06-18 22:46:07,2,244,1,12,Music,5,4.99,26.99
4200,2005-07-07 11:15:11,1097,292,2005-07-11 11:46:11,2,244,1,12,Music,5,4.99,26.99
812,2005-05-29 20:00:30,1099,225,2005-05-30 19:43:30,2,244,2,12,Music,5,4.99,26.99
1690,2005-06-16 12:24:18,1099,286,2005-06-25 15:00:18,1,244,2,12,Music,5,4.99,26.99
3552,2005-07-06 02:34:09,1099,239,2005-07-12 05:31:09,1,244,2,12,Music,5,4.99,26.99
10202,2005-08-01 00:43:18,1099,306,2005-08-08 23:26:18,1,244,2,12,Music,5,4.99,26.99
899,2005-05-30 09:29:30,1096,156,2005-06-06 12:39:30,2,244,1,12,Music,5,4.99,26.99
1535,2005-06-16 00:52:04,1096,202,2005-06-20 22:47:04,2,244,1,12,Music,5,4.99,26.99
3564,2005-07-06 03:02:13,1096,402,2005-07-13 01:41:13,2,244,1,12,Music,5,4.99,26.99
10203,2005-08-01 00:45:27,1096,157,2005-08-04 22:45:27,2,244,1,12,Music,5,4.99,26.99
3057,2005-06-20 13:22:48,1101,307,2005-06-26 17:22:48,2,244,2,12,Music,5,4.99,26.99
5184,2005-07-09 10:14:34,1101,166,2005-07-14 16:05:34,2,244,2,12,Music,5,4.99,26.99
4828,2005-07-08 17:52:29,1100,92,2005-07-11 14:35:29,1,244,2,12,Music,5,4.99,26.99
6858,2005-07-12 19:53:51,1095,516,2005-07-19 14:12:51,1,244,1,12,Music,5,4.99,26.99
8780,2005-07-29 20:19:45,1095,328,2005-08-03 22:22:45,2,244,1,12,Music,5,4.99,26.99
359,2005-05-27 06:48:33,1156,152,2005-05-29 03:55:33,1,255,1,12,Music,6,4.99,21.99
3227,2005-06-21 02:18:25,1156,568,2005-06-27 00:59:25,1,255,1,12,Music,6,4.99,21.99
4687,2005-07-08 10:54:19,1156,169,2005-07-10 08:00:19,2,255,1,12,Music,6,4.99,21.99
9332,2005-07-30 17:53:39,1156,480,2005-08-02 12:25:39,1,255,1,12,Music,6,4.99,21.99
927,2005-05-30 12:16:40,1158,167,2005-05-31 16:20:40,2,255,2,12,Music,6,4.99,21.99
2137,2005-06-17 21:18:28,1158,581,2005-06-20 21:05:28,1,255,2,12,Music,6,4.99,21.99
4172,2005-07-07 09:49:09,1158,309,2005-07-11 15:14:09,2,255,2,12,Music,6,4.99,21.99
7593,2005-07-27 23:28:47,1158,436,2005-08-02 19:51:47,1,255,2,12,Music,6,4.99,21.99
1329,2005-06-15 11:25:06,1154,359,2005-06-17 16:10:06,2,255,1,12,Music,6,4.99,21.99
6268,2005-07-11 15:55:34,1154,125,2005-07-19 17:25:34,1,255,1,12,Music,6,4.99,21.99
9102,2005-07-30 08:48:20,1154,276,2005-08-04 10:19:20,1,255,1,12,Music,6,4.99,21.99
4868,2005-07-08 19:13:50,1157,307,2005-07-14 20:59:50,2,255,2,12,Music,6,4.99,21.99
10988,2005-08-02 04:38:17,1157,509,2005-08-09 00:09:17,1,255,2,12,Music,6,4.99,21.99
7391,2005-07-27 16:00:00,1153,531,2005-08-04 18:07:00,2,255,1,12,Music,6,4.99,21.99
409,2005-05-27 14:10:58,3652,220,2005-06-02 10:40:58,2,797,2,12,Music,7,0.99,23.99
2661,2005-06-19 10:50:52,3652,452,2005-06-25 08:44:52,2,797,2,12,Music,7,0.99,23.99
3751,2005-07-06 12:23:41,3652,128,2005-07-10 06:58:41,1,797,2,12,Music,7,0.99,23.99
7290,2005-07-27 12:28:45,3652,423,2005-08-01 16:18:45,1,797,2,12,Music,7,0.99,23.99
2206,2005-06-18 02:14:45,3651,438,2005-06-24 23:20:45,2,797,2,12,Music,7,0.99,23.99
6747,2005-07-12 14:33:21,3651,126,2005-07-13 09:59:21,2,797,2,12,Music,7,0.99,23.99
8139,2005-07-28 20:16:30,3651,177,2005-08-03 18:00:30,2,797,2,12,Music,7,0.99,23.99
5127,2005-07-09 07:25:47,3649,129,2005-07-13 11:44:47,2,797,1,12,Music,7,0.99,23.99
10201,2005-08-01 00:42:18,3649,299,2005-08-08 20:49:18,2,797,1,12,Music,7,0.99,23.99
7145,2005-07-27 07:01:00,3653,109,2005-07-31 02:31:00,1,797,2,12,Music,7,0.99,23.99
7698,2005-07-28 03:44:14,3650,561,2005-08-04 03:44:14,2,797,1,12,Music,7,0.99,23.99
418,2005-05-27 15:13:17,3063,151,2005-06-04 12:05:17,2,673,1,12,Music,3,0.99,19.99
2233,2005-06-18 03:57:36,3063,31,2005-06-21 09:42:36,2,673,1,12,Music,3,0.99,19.99
6700,2005-07-12 12:47:22,3063,184,2005-07-21 16:04:22,1,673,1,12,Music,3,0.99,19.99
9375,2005-07-30 19:10:17,3063,529,2005-08-02 23:00:17,1,673,1,12,Music,3,0.99,19.99
3045,2005-06-20 12:42:00,3065,459,2005-06-23 10:49:00,2,673,2,12,Music,3,0.99,19.99
6139,2005-07-11 08:39:33,3065,206,2005-07-17 08:00:33,2,673,2,12,Music,3,0.99,19.99
7093,2005-07-27 04:47:00,3065,574,2005-07-31 10:15:00,1,673,2,12,Music,3,0.99,19.99
5601,2005-07-10 04:56:55,3062,511,2005-07-11 00:14:55,1,673,1,12,Music,3,0.99,19.99
8789,2005-07-29 20:47:27,3062,71,2005-08-05 18:36:27,1,673,1,12,Music,3,0.99,19.99
6310,2005-07-11 18:14:05,3064,537,2005-07-16 15:39:05,2,673,2,12,Music,3,0.99,19.99
10620,2005-08-01 15:09:17,3064,183,2005-08-09 13:58:17,1,673,2,12,Music,3,0.99,19.99
444,2005-05-27 18:39:15,723,239,2005-06-01 15:56:15,1,158,2,12,Music,6,2.99,16.99
1950,2005-06-17 08:26:52,723,594,2005-06-22 08:08:52,2,158,2,12,Music,6,2.99,16.99
5465,2005-07-09 23:01:13,723,503,2005-07-13 01:03:13,1,158,2,12,Music,6,2.99,16.99
9856,2005-07-31 13:00:35,723,347,2005-08-07 18:07:35,1,158,2,12,Music,6,2.99,16.99
932,2005-05-30 12:55:36,719,198,2005-05-31 10:30:36,2,158,1,12,Music,6,2.99,16.99
3216,2005-06-21 01:19:37,719,534,2005-06-29 06:45:37,2,158,1,12,Music,6,2.99,16.99
6868,2005-07-12 20:10:17,719,306,2005-07-15 22:34:17,2,158,1,12,Music,6,2.99,16.99
8126,2005-07-28 19:32:41,719,537,2005-08-05 00:33:41,2,158,1,12,Music,6,2.99,16.99
2640,2005-06-19 09:26:13,721,540,2005-06-20 14:38:13,1,158,2,12,Music,6,2.99,16.99
5386,2005-07-09 19:19:09,721,594,2005-07-13 00:13:09,2,158,2,12,Music,6,2.99,16.99
7195,2005-07-27 08:47:01,721,157,2005-07-30 08:40:01,2,158,2,12,Music,6,2.99,16.99
5560,2005-07-10 03:13:24,720,231,2005-07-19 06:03:24,2,158,1,12,Music,6,2.99,16.99
8438,2005-07-29 07:25:42,720,97,2005-08-04 07:39:42,1,158,1,12,Music,6,2.99,16.99
446,2005-05-27 18:48:41,1955,401,2005-06-03 16:42:41,2,426,2,12,Music,7,4.99,15.99
1983,2005-06-17 10:22:13,1955,365,2005-06-24 05:04:13,1,426,2,12,Music,7,4.99,15.99
5455,2005-07-09 22:28:45,1955,464,2005-07-18 02:50:45,2,426,2,12,Music,7,4.99,15.99
8228,2005-07-29 00:08:58,1955,72,2005-08-03 00:12:58,2,426,2,12,Music,7,4.99,15.99
967,2005-05-30 19:12:06,1954,330,2005-06-09 00:02:06,2,426,2,12,Music,7,4.99,15.99
2647,2005-06-19 09:57:56,1954,54,2005-06-22 15:55:56,1,426,2,12,Music,7,4.99,15.99
3528,2005-07-06 01:13:27,1954,201,2005-07-06 23:45:27,2,426,2,12,Music,7,4.99,15.99
7318,2005-07-27 13:25:31,1954,301,2005-07-31 11:44:31,2,426,2,12,Music,7,4.99,15.99
2279,2005-06-18 06:38:22,1953,554,2005-06-27 07:16:22,1,426,2,12,Music,7,4.99,15.99
